symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,77075bb5-3ee6-437a-8c4c-67debe10109c,600000,46245.78698,46245.79392,BUY,2,50,0.002267492,,7746.125,7749.875,7746.125,-375,-375,1,0.048388,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,c736b072-629b-44f4-89a5-c982119de6af,600000,46245.79729,46245.80424,SELL,2,50,-0.00351497,,7748.625,7744.375,7748.625,-425,-425,1,0.054879,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,80a87ad2-6120-4ee8-94df-1172d68e2007,600000,46245.80759,46245.81454,BUY,3,50,0.003196241,,7753.125,7750.125,7753.125,450,450,1,0.038709,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,d11525d8-abc3-4aeb-8a99-302770a3baf9,600000,46245.80897,46245.81591,BUY,1,50,0.003485186,,7753.375,7751.625,7753.375,87.5,87.5,1,0.022576,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,1485648f-d736-4cbf-afe1-e78a29aff145,600000,46245.81231,46245.81926,BUY,1,50,0.002733789,,7755.625,7751.375,7755.625,212.5,212.5,1,0.054829,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,95619c10-95c3-4f14-bec4-e54097f4bf4d,600000,46245.81609,46245.82303,BUY,1,50,0.00276063,,7752.625,7754.125,7752.625,-75,-75,1,0.019345,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,ae257da8-3aa1-4b0e-aa22-b7208269ea57,900000,46245.61069,46245.62111,SELL,1,50,0.003232008,,7783.375,7779.375,7783.375,-200,-200,1,0.051418,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,eb90ba88-3551-4462-afb0-e805f393f0d8,900000,46245.62872,46245.63913,SELL,1,50,0.002729867,,7770.625,7779.625,7770.625,450,450,1,0.115687,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,6b0d6840-3928-40d8-80a5-1f53b12bf004,900000,46245.633,46245.64341,SELL,1,50,0.003420867,,7771.875,7772.625,7771.875,37.5,37.5,1,0.009649,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,223c7328-f43a-47c1-91d0-0f2bea733995,900000,46245.65772,46245.66814,SELL,1,50,0.002517322,,7766.625,7765.125,7766.625,-75,-75,1,0.019317,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,7af9e415-8183-4ed4-8519-f07c87c801a4,900000,46245.68396,46245.69438,SELL,1,50,0.001819264,,7763.875,7762.375,7763.875,-75,-75,1,0.019324,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,89fb4a34-fdca-448c-9862-03cf19c94df1,900000,46245.70863,46245.71905,SELL,1,50,0.001976264,,7749.375,7755.875,7749.375,325,325,1,0.083807,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5f918972-2eb2-46ad-819b-f89f37ffd598,900000,46245.71565,46245.72606,SELL,1,50,0.002819678,,7753.875,7752.625,7753.875,-62.5,-62.5,1,0.016124,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,9e3699f3-8487-4d18-b03b-b8489c0e339c,900000,46245.7247,46245.73512,SELL,2,50,0.000689085,,7754.625,7752.125,7754.625,-250,-250,1,0.032249,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,d64281bd-26b5-49e1-b26d-f30d89b27c9c,900000,46245.75604,46245.76646,SELL,1,50,0.004538858,,7749.375,7752.875,7749.375,175,175,1,0.045145,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,d3f3bbf2-bccb-40f9-a6cb-bac0d3c0394a,900000,46245.76485,46245.77527,SELL,3,50,0.003949596,,7747.125,7749.875,7747.125,412.5,412.5,1,0.035484,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5d8dc68e-8af4-40ec-9977-d48947e59f2a,900000,46245.77013,46245.78054,SELL,1,50,0.006548158,,7743.125,7744.375,7743.125,62.5,62.5,1,0.016141,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,913074a8-97aa-48fa-b446-ed75a89fe43e,900000,46245.79692,46245.80734,SELL,1,50,0.003583399,,7750.375,7744.375,7750.375,-300,-300,1,0.077476,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,4c971cc2-bdca-49f7-b57c-67eb22234750,900000,46245.8023,46245.81272,BUY,1,50,0.00393041,,7751.625,7748.125,7751.625,175,175,1,0.045172,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,1569a830-0272-4033-908a-a9dd2b9107f0,1200000,46245.6788,46245.69269,BUY,1,50,0.002570409,,7765.125,7769.625,7765.125,-225,-225,1,0.057918,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,ee8b32aa-2529-460c-b302-a466364f6266,1200000,46245.68396,46245.69785,SELL,1,50,0.000196897,,7761.875,7762.375,7761.875,25,25,1,0.006441,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,b3e0e0f2-ff2b-4b51-a08f-1e856293ddb3,1200000,46245.68958,46245.70347,SELL,1,50,0.000262435,,7759.875,7760.375,7759.875,25,25,1,0.006443,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,164085ad-fed4-4a64-88da-7509afe8d190,1200000,46245.69922,46245.71311,SELL,1,50,0.001020991,,7754.625,7758.875,7754.625,212.5,212.5,1,0.054776,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,f2138017-1f84-4137-8e75-d80798a2a790,1200000,46245.71565,46245.72954,SELL,1,50,0.001093426,,7753.375,7752.625,7753.375,-37.5,-37.5,1,0.009674,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,d239038e-79ab-471a-af63-8384d296d23c,1200000,46245.73774,46245.75163,BUY,1,50,0.002171199,,7755.125,7757.875,7755.125,-137.5,-137.5,1,0.035448,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,b85d806b-fd67-4781-a8af-47917b4b8450,1200000,46245.7497,46245.76359,BUY,1,50,0.00288242,,7753.625,7757.875,7753.625,-212.5,-212.5,1,0.054783,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,953a1abf-af6c-4280-9eed-668eba1ed37e,1200000,46245.78024,46245.79413,SELL,1,50,0.000776181,,7746.125,7742.875,7746.125,-162.5,-162.5,1,0.041974,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,3d9bca78-48a7-4cfb-a998-0c7dcd855588,1200000,46245.80625,46245.82014,BUY,1,50,0.003615007,,7755.375,7749.625,7755.375,287.5,287.5,1,0.074197,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,b5aba659-e20c-416e-afeb-57994ea5074d,1200000,46245.80897,46245.82286,BUY,1,50,0.003164897,,7752.875,7751.625,7752.875,62.5,62.5,1,0.016126,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,c1cbb5b5-f88a-4346-a8c2-f2812516bcfd,1200000,46245.81215,46245.82604,BUY,1,50,0.003434663,,7748.875,7751.875,7748.875,-150,-150,1,0.0387,1,0,1,PASS,
