symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5d683f76-3485-4c0e-b9b0-04c33977716c,3600000,46135.56431,46135.60597,SELL,1,50,-0.007270018,7156.5,7168.25,7155.375,7168.625,-606.25,-587.5,1,0.164186,1,18.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,061d5e6e-6218-431d-aa40-9cdd46c7c558,3600000,46135.57515,46135.61682,SELL,1,50,-0.008939173,7169.5,7170.25,7168.125,7168.375,56.25,-37.5,1,0.010461,1,93.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,7b26233b-e01c-4104-be99-d6c02d393eed,3600000,46135.58172,46135.62343,SELL,1,50,-0.007733649,7162,7177.25,7163.125,7176.375,-718.75,-762.5,1,0.212929,1,43.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,2d595d69-d8e0-42bb-aef5-6481a3e87794,3600000,46135.59214,46135.63384,SELL,3,50,-0.008274972,7159.25,7175.75,7158.375,7175.625,-2456.25,-2475,1,0.230471,1,18.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,3994df78-c457-4167-bec3-fda92a78d55e,3600000,46135.5976,46135.63927,BUY,1,50,-0.006341463,7161.5,7177.375,7161.875,7177.375,793.75,793.75,1,0.221671,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,06e43d8d-c552-48df-96bb-6655f7e6435d,3600000,46135.60346,46135.64516,BUY,1,50,-0.006126637,7162,7178.625,7162.375,7178.625,831.25,831.25,1,0.232128,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,a78d680f-4286-40c5-81eb-06023484e9a9,3600000,46135.60957,46135.65126,SELL,1,50,-0.007221933,7167.25,7177.5,7166.125,7178.125,-543.75,-512.5,1,0.143012,1,31.25,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,b2c974e0-3370-4eb6-bd5f-c0c7eaf03ec3,3600000,46135.61529,46135.657,SELL,3,50,-0.008810248,7169.25,7168.5,7169.625,7168.625,93.75,112.5,1,0.010461,1,18.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,766ed64e-edc0-4a2c-a6ae-c120483c12b3,3600000,46135.62197,46135.66363,SELL,3,50,-0.009458292,7174.25,7168.375,7173.625,7168.375,881.25,881.25,1,0.08189,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,a1e6213c-5929-4fd4-949a-59ad08c50eff,3600000,46135.62787,46135.66958,SELL,3,50,-0.009276435,7175.5,7164.375,7174.875,7164.375,1668.75,1668.75,1,0.155041,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8012a60f-4970-4e42-b8cf-f11d05b9fc45,3600000,46135.63333,46135.675,SELL,1,50,-0.008043675,7175.25,7164,7176.125,7162.625,631.25,562.5,1,0.156789,1,68.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,1a75be20-89b2-4c5e-9265-1bbf1e8729f7,3600000,46135.63868,46135.68037,SELL,3,50,-0.009925682,7178.25,7166.875,7178.625,7166.875,1706.25,1706.25,1,0.158465,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,f8960922-803f-4823-a478-c9b6093a46d7,3600000,46135.64394,46135.68564,SELL,3,50,-0.009419691,7179.25,7165.75,7179.125,7167.375,1781.25,2025,1,0.188042,1,243.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,90d3ca7a-e79d-4fe4-8acc-cf5dd712662d,3600000,46135.64932,46135.69098,SELL,1,50,-0.009300005,,7167.625,7178.875,7167.625,562.5,562.5,1,0.15671,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,df818322-cc10-4e4a-8d71-6a1f29d2963e,3600000,46135.65623,46135.69789,SELL,3,50,-0.008797575,,7166.875,7173.125,7166.875,937.5,937.5,1,0.087131,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,c4614736-c5fe-472d-9bef-459ac5d64ebc,3600000,46135.66338,46135.70506,SELL,1,50,-0.009626418,7168.25,7167.25,7166.125,7167.125,56.25,50,1,0.01395,1,6.25,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,44ca283a-2675-4b33-b8db-fc0e22d339a2,3600000,46135.67209,46135.7138,SELL,3,50,-0.009284906,7162.75,7144.875,7163.375,7144.875,2681.25,2681.25,1,0.249555,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,2966bf1e-3c53-47eb-b7b1-8b22a7805654,3600000,46135.68193,46135.72363,SELL,1,50,-0.009107996,7162.75,7121.625,7162.875,7121.625,2056.25,2056.25,1,0.574151,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,dff56ee5-4ff3-4d62-86c1-fcc0ec8d75c4,3600000,46135.69019,46135.73191,SELL,3,50,-0.009781938,7166.75,7123.625,7166.875,7123.625,6468.75,6468.75,1,0.601737,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,06b6553d-0a60-4005-b437-73f0b4ec4629,3600000,46135.69576,46135.73743,SELL,3,50,-0.009373788,7166.5,7101.125,7165.375,7101.125,9806.25,9806.25,1,0.912231,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,dd986d80-3fab-4159-b0a6-cc96bd76dd40,3600000,46135.70186,46135.74359,SELL,3,50,-0.009494171,7165.25,7094.375,7165.875,7094.375,10631.25,10631.25,1,0.989149,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,2c9d0ec6-87a4-433e-934e-28e5cabb9dc7,3600000,46135.7322,46135.77388,SELL,1,50,-0.007812208,7127,7148.5,7126.375,7147.125,-1006.25,-1075,1,0.30167,1,68.75,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,c5bd8ed3-1e73-48b8-be51-a3993c719785,3600000,46135.73892,46135.78061,SELL,3,50,-0.009457905,7093.5,7142.5,7095.625,7142.875,-7406.25,-7350,1,0.690773,1,56.25,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,1fa35329-5a6a-468a-82ec-c7f5f904d534,3600000,46135.74559,46135.7873,SELL,3,50,-0.01025955,7110.166667,7139.375,7118.125,7139.375,-4381.25,-4381.25,1,0.410797,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,2695c707-dd5d-4b2d-9b1a-c2af287f4c54,3600000,46135.75416,46135.79584,SELL,1,50,-0.007141886,7132,7134.125,7131.875,7134.125,-106.25,-106.25,1,0.029795,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,865f7192-e7a6-4ede-8568-e171cd880f2d,3600000,46135.7598,46135.80148,BUY,1,50,-0.005976722,7135.5,7137.375,7135.375,7137.375,93.75,93.75,1,0.026277,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,892d1510-5d5e-47ac-ae4a-304c5a2088d0,3600000,46135.76541,46135.80707,SELL,3,50,-0.009412497,7138.166667,7139.625,7137.125,7139.625,-218.75,-218.75,1,0.02043,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,b3bcee0c-5990-484a-a40e-6c2333d1ff7b,3600000,46135.77067,46135.81235,SELL,3,50,-0.008727917,7142.5,7141.875,7142.875,7141.875,93.75,93.75,1,0.00875,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,f53a0e3b-4a55-4cd7-b4a2-0ff86cfa3909,3600000,46135.77598,46135.81766,BUY,1,50,-0.006231507,7150.75,7131.375,7150.875,7131.375,-968.75,-968.75,1,0.270951,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,c5554268-e90e-4bd5-a259-0dfe9627ea59,3600000,46135.78228,46135.824,SELL,1,50,-0.007065851,7140.75,7133.375,7142.375,7133.375,368.75,368.75,1,0.10328,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,9ec70e8b-b3b4-46a5-92b8-64552a0a5524,3600000,46135.78756,46135.82639,BUY,1,50,-0.005935917,7139,7131.125,7139.375,7131.125,-393.75,-393.75,1,0.11031,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,b5d13ffa-e372-4641-9886-15db6f35c08e,3600000,46135.7938,46135.82639,BUY,1,50,-0.006214295,7128.5,7131.125,7128.875,7131.125,131.25,131.25,1,0.036824,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,993cdacb-9afe-42b4-8f71-5a3288fc5a90,3600000,46135.80035,46135.82639,SELL,1,50,-0.007065933,7135.5,7131.125,7135.375,7131.125,218.75,218.75,1,0.061313,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,70f809d5-20c5-4898-a5dc-3d39f7110d1a,3600000,46135.80612,46135.82639,SELL,1,50,-0.006538264,,7131.125,7141.625,7131.125,525,525,1,0.147025,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,63fc49e3-b1af-4b37-a18d-0c0f895f7986,3600000,46135.81184,46135.82639,SELL,1,50,-0.007267449,,7131.125,7142.125,7131.125,550,550,1,0.154016,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,6a4ca925-4f25-4081-b50a-934ed13810db,3600000,46135.81968,46135.82639,SELL,3,50,-0.009260062,,7131.125,7134.125,7131.125,450,450,1,0.042051,1,0,1,PASS,
