symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags,notional
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,1800000,2026-09-24 14:13:58.062000+00:00,2026-09-24 14:15:49.772000+00:00,BUY,1,50.0,0.0,7754.5,7750.0,7754.5,7750.0,-225.0,-225.0,1,0.05803082081372107,1,0.0,1,PASS,,387500.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,1800000,2026-09-24 14:14:39.698000+00:00,2026-09-24 14:16:11.067000+00:00,BUY,1,50.0,0.0,7754.5,7750.75,7754.5,7750.75,-187.5,-187.5,1,0.04835901734476755,1,0.0,1,PASS,,387537.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,1800000,2026-09-24 14:14:40.697000+00:00,2026-09-24 14:16:20.039000+00:00,BUY,1,50.0,0.0,7754.75,7751.0,7754.75,7751.0,-187.5,-187.5,1,0.048357458331990066,1,0.0,1,PASS,,387550.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,1800000,2026-09-24 14:18:52.095000+00:00,2026-09-24 14:21:31.644000+00:00,BUY,1,50.0,0.0,7756.75,7755.25,7756.75,7755.25,-75.0,-75.0,1,0.019337995939020854,1,0.0,1,PASS,,387762.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,1800000,2026-09-24 14:19:13.171000+00:00,2026-09-24 14:22:12.089000+00:00,BUY,1,50.0,0.0,7756.5,7753.75,7756.5,7753.75,-137.5,-137.5,1,0.03545413524141043,1,0.0,1,PASS,,387687.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,1800000,2026-09-24 14:20:52.171000+00:00,2026-09-24 14:22:32.894000+00:00,BUY,1,50.0,0.0,7754.5,7753.25,7754.5,7753.25,-62.5,-62.5,1,0.01611967244825585,1,0.0,1,PASS,,387662.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,1800000,2026-09-24 14:20:53.169000+00:00,2026-09-24 14:23:53.751000+00:00,BUY,1,50.0,0.0,7754.75,7754.25,7754.75,7754.25,-25.0,-25.0,1,0.0064476611109320105,1,0.0,1,PASS,,387712.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,1800000,2026-09-24 14:20:54.173000+00:00,2026-09-24 14:24:23.722000+00:00,BUY,1,50.0,0.0,7754.75,7752.75,7754.75,7752.75,-100.0,-100.0,1,0.025790644443728042,1,0.0,1,PASS,,387637.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,1800000,2026-09-24 14:22:53.905000+00:00,2026-09-24 14:26:33.813000+00:00,BUY,1,50.0,0.0,7753.25,7752.0,7753.25,7752.0,-62.5,-62.5,1,0.01612227130558153,1,0.0,1,PASS,,387600.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,1800000,2026-09-24 14:25:23.991000+00:00,2026-09-24 14:27:04.877000+00:00,BUY,1,50.0,0.0,7751.25,7752.75,7751.25,7752.75,75.0,75.0,1,0.019351717464925013,1,0.0,1,PASS,,387637.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,10,,1800000,2026-09-24 14:27:44.403000+00:00,2026-09-24 14:28:55.027000+00:00,BUY,1,50.0,0.0,7755.5,7755.25,7755.5,7755.25,-12.5,-12.5,1,0.003223518793114564,1,0.0,1,PASS,,387762.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,11,,1800000,2026-09-24 14:27:45.401000+00:00,2026-09-24 14:29:44.755000+00:00,BUY,1,50.0,0.0,7755.75,7754.0,7755.75,7754.0,-87.5,-87.5,1,0.022563904200109595,1,0.0,1,PASS,,387700.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,12,,1800000,2026-09-24 14:27:46.400000+00:00,2026-09-24 14:30:35.738000+00:00,BUY,1,50.0,0.0,7755.75,7751.75,7755.75,7751.75,-200.0,-200.0,1,0.05157463817167907,1,0.0,1,PASS,,387587.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,13,,1800000,2026-09-24 14:30:36.740000+00:00,2026-09-24 14:31:15.777000+00:00,SELL,1,50.0,0.0,7751.75,7753.25,7751.75,7753.25,-75.0,-75.0,1,0.019350469248879287,1,0.0,1,PASS,,387662.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,14,,1800000,2026-09-24 14:30:49.201000+00:00,2026-09-24 14:45:34.328000+00:00,SELL,1,50.0,0.0,7751.5,7745.5,7751.5,7745.5,300.0,300.0,1,0.0774043733470941,1,0.0,1,PASS,,387275.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,15,,1800000,2026-09-24 14:30:56.185000+00:00,2026-09-24 14:45:34.328000+00:00,SELL,1,50.0,0.0,7751.5,7745.5,7751.5,7745.5,300.0,300.0,1,0.0774043733470941,1,0.0,1,PASS,,387275.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,16,,1800000,2026-09-24 14:49:42.686000+00:00,2026-09-24 14:50:43.062000+00:00,SELL,1,50.0,0.0,7746.75,7747.75,7746.75,7747.75,-50.0,-50.0,1,0.012908639106722172,1,0.0,1,PASS,,387387.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,17,,1800000,2026-09-24 14:51:06.906000+00:00,2026-09-24 14:53:50.674000+00:00,SELL,1,50.0,0.0,7745.5,7744.25,7745.5,7744.25,62.5,62.5,1,0.016138402943644697,1,0.0,1,PASS,,387212.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,18,,1800000,2026-09-24 14:52:06.987000+00:00,2026-09-24 14:53:50.674000+00:00,SELL,1,50.0,0.0,7745.75,7744.25,7745.75,7744.25,75.0,75.0,1,0.01936545847722945,1,0.0,1,PASS,,387212.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,19,,1800000,2026-09-24 14:55:54.131000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7740.0,7737.5,7740.0,7737.5,125.0,125.0,1,0.03229974160206719,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,20,,1800000,2026-09-24 14:56:45.461000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7739.25,7737.5,7739.25,7737.5,87.5,87.5,1,0.022612010207707464,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,21,,1800000,2026-09-24 14:57:24.777000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7739.75,7737.5,7739.75,7737.5,112.5,112.5,1,0.029070706418165962,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,22,,1800000,2026-09-24 14:58:34.642000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7737.0,7737.5,7737.0,7737.5,-25.0,-25.0,1,0.006462453147214683,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,23,,1800000,2026-09-24 14:59:06.217000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7736.0,7737.5,7736.0,7737.5,-75.0,-75.0,1,0.019389865563598757,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,24,,1800000,2026-09-24 14:59:56.616000+00:00,2026-09-24 15:01:14.435000+00:00,SELL,1,50.0,0.0,7738.5,7737.5,7738.5,7737.5,50.0,50.0,1,0.012922400982102475,1,0.0,1,PASS,,386875.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,25,,1800000,2026-09-24 15:01:46.509000+00:00,2026-09-24 15:03:48.607000+00:00,SELL,1,50.0,0.0,7737.5,7740.0,7737.5,7740.0,-125.0,-125.0,1,0.03231017770597738,1,0.0,1,PASS,,387000.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,26,,1800000,2026-09-24 15:01:47.508000+00:00,2026-09-24 15:08:40.622000+00:00,SELL,1,50.0,0.0,7737.5,7735.0,7737.5,7735.0,125.0,125.0,1,0.03231017770597738,1,0.0,1,PASS,,386750.0
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,27,,1800000,2026-09-24 15:04:08.401000+00:00,2026-09-24 15:08:41.610000+00:00,SELL,1,50.0,0.0,7740.5,7735.25,7740.5,7735.25,262.5,262.5,1,0.0678250758994897,1,0.0,1,PASS,,386762.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,28,,1800000,2026-09-24 15:04:09.410000+00:00,2026-09-24 15:11:50.992000+00:00,SELL,1,50.0,0.0,7740.75,7733.75,7740.75,7733.75,350.0,350.0,1,0.09043051383909828,1,0.0,1,PASS,,386687.5
ESZ6,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,29,,1800000,2026-09-24 15:04:49.107000+00:00,2026-09-24 15:12:51.326000+00:00,SELL,1,50.0,0.0,7737.25,7731.5,7737.25,7731.5,287.5,287.5,1,0.07431580988077159,1,0.0,1,PASS,,386575.0
