symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8434,3600000,46143.56389,46143.60556,SELL,1,50,-0.001522241,,7289.875,7268.75,7289.875,-1056.25,-1056.25,1,0.290628,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8435,3600000,46143.57083,46143.6125,SELL,3,50,-0.001315942,,7279.875,7273.125,7279.875,-1012.5,-1012.5,1,0.092807,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8436,3600000,46143.58403,46143.62569,SELL,3,50,-0.001408566,,7274.625,7295.625,7274.625,3150,3150,1,0.287844,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8437,3600000,46143.59097,46143.63264,BUY,1,50,-0.000952339,,7277.125,7293.625,7277.125,-825,-825,1,0.226225,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8438,3600000,46143.59792,46143.63958,SELL,1,50,-0.00229457,,7282.875,7299.375,7282.875,825,825,1,0.226047,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8439,3600000,46143.60556,46143.64722,SELL,1,50,-0.00227502,,7284.375,7291.125,7284.375,337.5,337.5,1,0.092578,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8440,3600000,46143.6125,46143.65417,SELL,3,50,-0.002717393,,7291.125,7276.625,7291.125,-2175,-2175,1,0.199268,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8441,3600000,46143.61944,46143.66111,BUY,1,50,-0.001093995,,7284.625,7282.375,7284.625,112.5,112.5,1,0.030897,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8442,3600000,46143.62708,46143.66875,SELL,1,50,-0.001571834,,7284.875,7275.875,7284.875,-450,-450,1,0.123696,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8443,3600000,46143.63542,46143.67708,SELL,3,50,-0.002275325,,7276.375,7281.875,7276.375,825,825,1,0.07553,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8444,3600000,46143.64236,46143.68403,SELL,3,50,-0.002251424,,7273.125,7285.125,7273.125,1800,1800,1,0.164719,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8445,3600000,46143.65,46143.69167,SELL,2,50,-0.001376536,,7270.875,7284.625,7270.875,1375,1375,1,0.188754,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8446,3600000,46143.65764,46143.69931,SELL,2,50,-0.001320617,,7266.375,7294.125,7266.375,2775,2775,1,0.380443,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8447,3600000,46143.66458,46143.70625,SELL,3,50,-0.001576234,,7273.375,7287.125,7273.375,2062.5,2062.5,1,0.188689,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8448,3600000,46143.67222,46143.71389,SELL,1,50,-0.001139112,,7274.125,7280.625,7274.125,325,325,1,0.089278,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8449,3600000,46143.67917,46143.72083,SELL,3,50,-0.001775991,,7277.375,7281.125,7277.375,562.5,562.5,1,0.051503,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8450,3600000,46143.68681,46143.72847,SELL,1,50,-0.001122752,,7280.625,7275.125,7280.625,-275,-275,1,0.0756,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8451,3600000,46143.69375,46143.73542,SELL,3,50,-0.001350353,,7279.375,7272.875,7279.375,-975,-975,1,0.089373,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8452,3600000,46143.70069,46143.74236,SELL,3,50,-0.001434674,,7279.875,7267.625,7279.875,-1837.5,-1837.5,1,0.168556,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8453,3600000,46143.70764,46143.74931,SELL,3,50,-0.001931485,,7279.375,7270.375,7279.375,-1350,-1350,1,0.12379,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8454,3600000,46143.71528,46143.75694,SELL,3,50,-0.002143893,,7276.125,7273.625,7276.125,-375,-375,1,0.034371,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8455,3600000,46143.72222,46143.76389,BUY,2,50,-0.000978153,,7269.125,7278.125,7269.125,-900,-900,1,0.123658,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8456,3600000,46143.72917,46143.77153,SELL,3,50,-0.002078515,,7271.125,7280.875,7271.125,1462.5,1462.5,1,0.133912,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8457,3600000,46143.73681,46143.77847,SELL,1,50,-0.001403559,,7264.875,7281.125,7264.875,812.5,812.5,1,0.22318,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8458,3600000,46143.74375,46143.78542,SELL,2,50,-0.00140929,,7264.375,7279.625,7264.375,1525,1525,1,0.209489,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8459,3600000,46143.75069,46143.79236,SELL,3,50,-0.002085447,,7264.375,7279.625,7264.375,2287.5,2287.5,1,0.209489,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8460,3600000,46143.75764,46143.79931,BUY,2,50,-0.001039209,,7270.875,7274.375,7270.875,-350,-350,1,0.048114,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8461,3600000,46143.76458,46143.80625,BUY,3,50,-0.001386343,,7273.125,7269.375,7273.125,562.5,562.5,1,0.051586,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8462,3600000,46143.77222,46143.81389,SELL,2,50,-0.001431301,,7272.125,7269.125,7272.125,-300,-300,1,0.04127,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8463,3600000,46143.77917,46143.82847,BUY,2,50,-0.001090836,,7264.125,7265.125,7264.125,-100,-100,1,0.013764,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8464,3600000,46143.78611,46143.82847,SELL,1,50,-0.001305986,,7264.125,7261.125,7264.125,-150,-150,1,0.041316,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,8465,3600000,46143.79306,46143.82847,SELL,3,50,-0.004252467,,7264.125,7266.375,7264.125,337.5,337.5,1,0.030965,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8466,3600000,46143.80069,46143.82847,SELL,1,50,-0.002163392,,7264.125,7271.125,7264.125,350,350,1,0.096271,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,8467,3600000,46143.80764,46143.82847,BUY,2,50,-0.001555994,,7264.125,7273.875,7264.125,-975,-975,1,0.134041,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8468,3600000,46143.81528,46143.82847,SELL,1,50,-0.00184191,,7264.125,7273.875,7264.125,487.5,487.5,1,0.134041,1,0,1,PASS,
