symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,3600000,2026-03-04 14:30:25.919000+00:00,2026-03-04 14:58:27.936000+00:00,SELL,1,50,0.0,6849.25,6832.25,6849.25,6832.25,850.0,850.0,1,0.24820235792240028,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,3600000,2026-03-04 14:35:56.165000+00:00,2026-03-04 15:08:32.407000+00:00,SELL,1,50,0.0,6838.5,6850.5,6838.5,6850.5,-600.0,-600.0,1,0.17547707830664622,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,3600000,2026-03-04 14:39:57.904000+00:00,2026-03-04 15:30:33.329000+00:00,SELL,1,50,0.0,6832.0,6884.25,6832.0,6884.25,-2612.5,-2612.5,1,0.7647833723653396,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,3600000,2026-03-04 14:45:18.281000+00:00,2026-03-04 15:35:45.901000+00:00,SELL,1,50,0.0,6820.75,6874.5,6820.75,6874.5,-2687.5,-2687.5,1,0.7880365062493128,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,3600000,2026-03-04 14:48:57.065000+00:00,2026-03-04 15:39:49.676000+00:00,SELL,1,50,0.0,6833.0,6868.5,6833.0,6868.5,-1775.0,-1775.0,1,0.5195375384165081,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,3600000,2026-03-04 14:52:07.824000+00:00,2026-03-04 15:45:28.991000+00:00,SELL,1,50,0.0,6830.0,6865.5,6830.0,6865.5,-1775.0,-1775.0,1,0.5197657393850659,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,3600000,2026-03-04 14:55:35.905000+00:00,2026-03-04 15:49:01.325000+00:00,SELL,1,50,0.0,6833.75,6865.5,6833.75,6865.5,-1587.5,-1587.5,1,0.4646058167184928,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,3600000,2026-03-04 15:12:28.796000+00:00,2026-03-04 15:51:49.147000+00:00,SELL,1,50,0.0,6855.0,6872.75,6855.0,6872.75,-887.5,-887.5,1,0.2589350838803793,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,3600000,2026-03-04 15:30:34.709000+00:00,2026-03-04 15:55:37.091000+00:00,SELL,1,50,0.0,6883.75,6876.0,6883.75,6876.0,387.5,387.5,1,0.11258398402033776,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,3600000,2026-03-04 15:40:30.234000+00:00,2026-03-04 15:58:14.092000+00:00,SELL,1,50,0.0,6869.5,6878.75,6869.5,6878.75,-462.5,-462.5,1,0.13465317708712424,1,0.0,1,PASS,
