symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags,notional
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,1800000,2026-08-28 14:01:49.788000+00:00,2026-08-28 14:02:20.548000+00:00,SELL,1,20.0,0.0,29643.75,29649.0,29643.75,29649.0,-105.0,-105.0,1,0.017710309930423784,1,0.0,1,PASS,,592980.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,1800000,2026-08-28 14:01:50.279000+00:00,2026-08-28 14:02:21.067000+00:00,SELL,1,20.0,0.0,29643.5,29647.0,29643.5,29647.0,-70.0,-70.0,1,0.011806972860829523,1,0.0,1,PASS,,592940.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,1800000,2026-08-28 14:04:41.636000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29615.25,29533.25,29615.25,29533.25,1640.0,1640.0,1,0.27688437544845984,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,1800000,2026-08-28 14:05:51.598000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29605.0,29533.25,29605.0,29533.25,1435.0,1435.0,1,0.24235770984630975,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,1800000,2026-08-28 14:05:52.097000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29602.5,29533.25,29602.5,29533.25,1385.0,1385.0,1,0.2339329448526307,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,1800000,2026-08-28 14:07:21.911000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29573.5,29533.25,29573.5,29533.25,805.0,805.0,1,0.1361015774257359,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,1800000,2026-08-28 14:08:23.259000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29564.25,29533.25,29564.25,29533.25,620.0,620.0,1,0.10485637213864718,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,1800000,2026-08-28 14:10:03.223000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29588.25,29533.25,29588.25,29533.25,1100.0,1100.0,1,0.18588459946093466,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,1800000,2026-08-28 14:10:03.721000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29585.25,29533.25,29585.25,29533.25,1040.0,1040.0,1,0.17576326040848056,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,1800000,2026-08-28 14:10:04.219000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29585.5,29533.25,29585.5,29533.25,1045.0,1045.0,1,0.17660678372851565,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,10,,1800000,2026-08-28 14:12:33.425000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29543.5,29533.25,29543.5,29533.25,205.0,205.0,1,0.034694602873728574,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,11,,1800000,2026-08-28 14:13:23.808000+00:00,2026-08-28 14:14:23.097000+00:00,SELL,1,20.0,0.0,29521.5,29533.25,29521.5,29533.25,-235.0,-235.0,1,0.039801500601256715,1,0.0,1,PASS,,590665.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,12,,1800000,2026-08-28 14:14:35.678000+00:00,2026-08-28 14:17:25.073000+00:00,BUY,1,20.0,0.0,29530.75,29560.5,29530.75,29560.5,595.0,595.0,1,0.10074244643295549,1,0.0,1,PASS,,591210.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,13,,1800000,2026-08-28 14:45:14.404000+00:00,2026-08-28 14:48:34.465000+00:00,BUY,1,20.0,0.0,29740.75,29742.5,29740.75,29742.5,35.0,35.0,1,0.005884182476904584,1,0.0,1,PASS,,594850.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,14,,1800000,2026-08-28 14:45:14.885000+00:00,2026-08-28 14:48:34.465000+00:00,BUY,1,20.0,0.0,29741.25,29742.5,29741.25,29742.5,25.0,25.0,1,0.004202916824276048,1,0.0,1,PASS,,594850.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,15,,1800000,2026-08-28 14:45:15.393000+00:00,2026-08-28 14:48:34.965000+00:00,BUY,1,20.0,0.0,29739.75,29742.25,29739.75,29742.25,50.0,50.0,1,0.008406257618170966,1,0.0,1,PASS,,594845.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,16,,1800000,2026-08-28 14:48:55.686000+00:00,2026-08-28 14:50:35.504000+00:00,BUY,1,20.0,0.0,29750.0,29761.0,29750.0,29761.0,220.0,220.0,1,0.03697478991596639,1,0.0,1,PASS,,595220.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,17,,1800000,2026-08-28 14:48:56.190000+00:00,2026-08-28 14:51:06.235000+00:00,BUY,1,20.0,0.0,29748.5,29759.0,29748.5,29759.0,210.0,210.0,1,0.035295897272131366,1,0.0,1,PASS,,595180.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,18,,1800000,2026-08-28 14:48:56.690000+00:00,2026-08-28 14:53:27.089000+00:00,BUY,1,20.0,0.0,29748.25,29764.5,29748.25,29764.5,325.0,325.0,1,0.0546250619784357,1,0.0,1,PASS,,595290.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,19,,1800000,2026-08-28 14:50:45.072000+00:00,2026-08-28 14:54:37.332000+00:00,BUY,1,20.0,0.0,29768.75,29775.25,29768.75,29775.25,130.0,130.0,1,0.021834977955070334,1,0.0,1,PASS,,595505.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,20,,1800000,2026-08-28 14:52:47.063000+00:00,2026-08-28 14:55:18.402000+00:00,BUY,1,20.0,0.0,29760.75,29770.75,29760.75,29770.75,200.0,200.0,1,0.033601303730584745,1,0.0,1,PASS,,595415.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,21,,1800000,2026-08-28 14:53:56.999000+00:00,2026-08-28 14:58:59.420000+00:00,BUY,1,20.0,0.0,29775.25,29790.0,29775.25,29790.0,295.0,295.0,1,0.04953778725619432,1,0.0,1,PASS,,595800.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,22,,1800000,2026-08-28 14:56:07.901000+00:00,2026-08-28 15:00:18.480000+00:00,BUY,1,20.0,0.0,29792.5,29799.75,29792.5,29799.75,145.0,145.0,1,0.024334983636821347,1,0.0,1,PASS,,595995.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,23,,1800000,2026-08-28 14:56:08.404000+00:00,2026-08-28 15:00:19.378000+00:00,BUY,1,20.0,0.0,29793.0,29799.75,29793.0,29799.75,135.0,135.0,1,0.022656328667807875,1,0.0,1,PASS,,595995.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,24,,1800000,2026-08-28 14:56:08.906000+00:00,2026-08-28 15:03:59.676000+00:00,BUY,1,20.0,0.0,29794.25,29798.5,29794.25,29798.5,85.0,85.0,1,0.01426449734428623,1,0.0,1,PASS,,595970.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,25,,1800000,2026-08-28 14:56:09.409000+00:00,2026-08-28 15:04:00.575000+00:00,BUY,1,20.0,0.0,29792.75,29799.5,29792.75,29799.5,135.0,135.0,1,0.022656518783932333,1,0.0,1,PASS,,595990.0
NQU6,NQ,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,26,,1800000,2026-08-28 15:01:28.974000+00:00,2026-08-28 15:04:20.334000+00:00,BUY,1,20.0,0.0,29807.25,29796.25,29807.25,29796.25,-220.0,-220.0,1,0.03690377341083126,1,0.0,1,PASS,,595925.0
