symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,1742035e-4a8f-411c-af6d-670bd16c41bb,600000,8/7/26 16:50,8/7/26 17:00,BUY,1,50,0.003112,,7766.625,7775.625,7766.625,-450,-450,1,0.115746,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,ecbbb0fc-ce91-4a9b-8726-0922edbe2f06,600000,8/7/26 17:32,8/7/26 17:42,SELL,1,50,-0.011322356,,7769.375,7767.625,7769.375,-87.5,-87.5,1,0.022529,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,7853810f-c04c-4457-bc85-44796fb02df9,600000,8/7/26 18:05,8/7/26 18:15,SELL,2,50,-0.010150121,,7763.125,7767.375,7763.125,425,425,1,0.054716,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,70d7b314-16f8-446a-822e-545ef46c43f5,600000,8/7/26 18:31,8/7/26 18:41,SELL,3,50,-0.020638846,,7760.625,7761.375,7760.625,112.5,112.5,1,0.009663,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,c8406641-ce33-4dc9-ac61-94f453f4c850,600000,8/7/26 18:36,8/7/26 18:46,SELL,1,50,-0.011926219,,7758.125,7760.125,7758.125,100,100,1,0.025773,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,ccc5a28c-3f24-4a8a-8518-1581a0911ed7,600000,8/7/26 18:44,8/7/26 18:54,SELL,2,50,-0.007931625,,7761.125,7756.625,7761.125,-450,-450,1,0.058015,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,b5bb112d-cac7-4afd-ba28-48d6a25909a2,600000,8/7/26 18:58,8/7/26 19:08,BUY,3,50,0.002315399,,7772.375,7762.375,7772.375,1500,1500,1,0.128827,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,bdeb4e33-4326-4aa9-8107-acb1cd502ddc,600000,8/7/26 19:01,8/7/26 19:11,BUY,3,50,0.001474633,,7777.625,7772.125,7777.625,825,825,1,0.070766,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,03cb82eb-fe1c-4068-a84e-20fc022bfa2a,600000,8/7/26 19:06,8/7/26 19:16,BUY,1,50,0.002250435,,7779.375,7772.125,7779.375,362.5,362.5,1,0.093282,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,7232960f-d0c6-4547-a95a-62adcdcf75dc,600000,8/7/26 19:11,8/7/26 19:21,BUY,3,50,0.002523813,,7778.375,7776.875,7778.375,225,225,1,0.019288,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,664d1122-5420-425c-9a18-1fbe47e84d95,600000,8/7/26 19:15,8/7/26 19:25,BUY,1,50,-0.000702053,,7776.125,7777.625,7776.125,-75,-75,1,0.019286,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,4c42031c-e6ad-4991-b68d-0d45da82ab97,600000,8/7/26 19:17,8/7/26 19:27,BUY,1,50,0.002114435,,7778.625,7781.625,7778.625,-150,-150,1,0.038552,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,cfd207e0-191a-41f7-a5c9-3531b6cdc65e,600000,8/7/26 19:38,8/7/26 19:48,BUY,1,50,0.003037703,,7775.375,7778.875,7775.375,-175,-175,1,0.044994,1,0,1,PASS,
