symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,3c07fce8-8b53-4c1a-aba9-e497007a6771,600000,8/7/26 13:41,8/7/26 13:51,BUY,1,50,0.002136313,,7765.125,7762.125,7765.125,150,150,1,0.038649,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,0fd97b69-6489-45b7-b5d0-ada7b2cf1779,600000,8/7/26 13:45,8/7/26 13:55,BUY,1,50,0.002173695,,7766.875,7767.875,7766.875,-50,-50,1,0.012874,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,6d41a078-a493-4e1b-934e-73e555247d5b,600000,8/7/26 13:48,8/7/26 13:58,BUY,1,50,0.001715103,,7752.375,7762.875,7752.375,-525,-525,1,0.135259,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,e1b5536d-82b7-424c-80b9-794efe7cde14,600000,8/7/26 13:51,8/7/26 14:01,BUY,1,50,0.001051219,,7761.125,7764.875,7761.125,-187.5,-187.5,1,0.048294,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,ebcbab10-e3da-40e2-94d0-7f8a19f4293e,600000,8/7/26 13:57,8/7/26 14:07,SELL,1,50,-0.015104365,,7755.875,7752.125,7755.875,-187.5,-187.5,1,0.048374,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,63d8be20-9770-493f-ac4f-85f2781ea210,600000,8/7/26 14:19,8/7/26 14:29,BUY,1,50,0.000918029,,7779.625,7762.375,7779.625,862.5,862.5,1,0.222226,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,1364cd6a-c8d7-47b1-aa3a-8bb30e9ad2c5,600000,8/7/26 14:58,8/7/26 15:08,BUY,1,50,-0.003257654,,7776.125,7777.375,7776.125,-62.5,-62.5,1,0.016072,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,d286b1fd-0cff-4d79-8cde-6ea96b9a07b5,600000,8/7/26 15:31,8/7/26 15:41,BUY,1,50,0.002297423,,7782.375,7785.625,7782.375,-162.5,-162.5,1,0.041744,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,79886.4,73495.49,84519.81,32a70bcf-78ee-45ef-87ec-cf96a3a210f1,600000,8/7/26 16:27,8/7/26 16:37,SELL,3,50,-0.030127529,,7765.875,7763.375,7765.875,-375,-375,1,0.032202,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,d8fbe6f8-fa9a-4542-9205-1db4ddea5ec7,600000,8/7/26 16:48,8/7/26 16:58,BUY,1,50,0.002531983,,7768.625,7773.875,7768.625,-262.5,-262.5,1,0.067534,1,0,1,PASS,
