symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,11e73f3f-71c7-4c7b-bd21-ca39b060e735,1800000,46226.58491,46226.60574,SELL,1,50,-0.000406322,,7453.375,7458.375,7453.375,250,250,1,0.067039,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,dd12105e-d4ea-407d-bc16-1f36d9603355,1800000,46226.58863,46226.60947,SELL,1,50,-0.000844264,,7454.125,7466.125,7454.125,600,600,1,0.160726,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,248dc295-2ee8-4d1b-a2f2-cb93c1de44e9,1800000,46226.59247,46226.6133,SELL,1,50,-0.000541707,,7451.125,7465.125,7451.125,700,700,1,0.187539,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,60adb358-75d3-48b4-af44-224207052f1c,1800000,46226.59597,46226.61681,SELL,1,50,-0.002751862,,7451.875,7461.125,7451.875,462.5,462.5,1,0.123976,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5a1546e7-a2df-4622-b03f-530ff14665db,1800000,46226.5995,46226.62034,SELL,1,50,-0.00015524,,7441.875,7459.125,7441.875,862.5,862.5,1,0.23126,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,6907bf9f-7cbd-433d-878d-88c259995bb8,1800000,46226.60316,46226.62399,SELL,1,50,-0.000761529,,7443.875,7453.875,7443.875,500,500,1,0.134158,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,0fd58efa-03b7-4f3b-a1b1-fae210922a15,1800000,46226.60669,46226.62752,SELL,1,50,-0.002033225,,7438.125,7450.125,7438.125,600,600,1,0.161071,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,47379551-05fc-4972-b350-aeef001b9261,1800000,46226.61034,46226.63117,SELL,1,50,-0.002732852,,7433.625,7460.875,7433.625,1362.5,1362.5,1,0.365239,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,f589ebae-a3b5-46a3-b29b-d41e8e3ac312,1800000,46226.61398,46226.63481,SELL,1,50,-0.005607774,,7427.875,7447.625,7427.875,987.5,987.5,1,0.265185,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,6fb93dd9-db8c-41b9-acac-47f0b2e3fbc3,1800000,46226.61773,46226.63856,SELL,2,50,-0.00168239,,7429.625,7449.125,7429.625,1950,1950,1,0.261776,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5f7fd26d-394d-4b48-88a9-023c6112d14e,1800000,46226.62141,46226.64225,SELL,1,50,-0.002518946,,7425.625,7441.375,7425.625,787.5,787.5,1,0.211654,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,20c6bb85-af05-4ab9-bdce-7bf310cbb869,1800000,46226.62494,46226.64578,SELL,1,50,-0.000818633,,7418.125,7444.375,7418.125,1312.5,1312.5,1,0.352615,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,07881023-469c-43f2-94f3-766541a8f791,1800000,46226.62847,46226.64931,SELL,1,50,-0.001346086,,7422.875,7436.875,7422.875,700,700,1,0.188251,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,360e0e16-f486-4245-836d-b4ba85fe00d1,1800000,46226.632,46226.65284,SELL,1,50,-0.000185883,,7434.125,7430.125,7434.125,-200,-200,1,0.053835,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,4a283f0c-e592-49b2-a06d-d08312abd906,1800000,46226.6359,46226.65674,SELL,1,50,-0.001370997,,7424.125,7430.125,7424.125,300,300,1,0.080752,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,818c46dc-331d-4c42-a020-256f895bca6c,1800000,46226.63956,46226.66039,SELL,1,50,-0.001686831,,7429.125,7434.375,7429.125,262.5,262.5,1,0.070618,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,4b9ab299-6c53-4931-9d7f-35c56aa2ec74,1800000,46226.64309,46226.66392,SELL,1,50,-0.001683514,,7434.125,7422.875,7434.125,-562.5,-562.5,1,0.151559,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,61d54fa3-fbaf-4b10-897e-5866b6d305db,1800000,46226.6472,46226.66803,SELL,1,50,-0.002058621,,7436.875,7417.125,7436.875,-987.5,-987.5,1,0.266276,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,0833719a-2d41-4f60-b140-e019c7b951de,1800000,46226.65101,46226.67184,SELL,1,50,-0.001715009,,7437.875,7430.375,7437.875,-375,-375,1,0.100937,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,5c118c99-de18-41de-b164-032cb11af053,1800000,46226.65449,46226.67532,SELL,1,50,-0.001091977,,7447.125,7434.625,7447.125,-625,-625,1,0.168132,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,49cf99f7-8825-4767-a298-ace3ae851251,1800000,46226.65845,46226.67928,SELL,1,50,-0.002917559,,7447.875,7425.875,7447.875,-1100,-1100,1,0.296261,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,4c08013e-c7b7-4b01-ac25-b523333def35,1800000,46226.66198,46226.68281,SELL,1,50,-0.000892311,,7452.625,7428.875,7452.625,-1187.5,-1187.5,1,0.319698,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8234e9a9-bbd7-4529-8444-4371427d2dd0,1800000,46226.66602,46226.68685,SELL,1,50,-0.000793222,,7453.875,7437.625,7453.875,-812.5,-812.5,1,0.218484,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,53257.6,48996.99,56346.54,9d67e79d-7be6-461e-a806-023a70b58306,1800000,46226.67003,46226.69087,SELL,2,50,-0.000684257,,7451.875,7439.875,7451.875,-1200,-1200,1,0.161293,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,02cb93b6-0ff9-489d-9683-9571a5da19c3,1800000,46226.67397,46226.6948,SELL,1,50,-0.002080327,,7455.625,7445.375,7455.625,-512.5,-512.5,1,0.137669,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,eed96ee6-a543-4eb2-8d2d-84465fba5a16,1800000,46226.67757,46226.6984,SELL,1,50,-0.001275877,,7446.625,7446.625,7446.625,0,0,1,0,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,8fc66575-e81b-48f7-a8ad-8d2efac1b4d4,1800000,46226.68117,46226.702,SELL,1,50,-0.002226801,,7440.875,7448.875,7440.875,400,400,1,0.107399,1,0,1,PASS,
ES,ES,500,26628.8,26628.8,24498.5,28173.27,26628.8,24498.5,28173.27,aa1606a4-4351-4245-a713-88c757912a4a,1800000,46226.68472,46226.70556,SELL,1,50,-0.001033046,,7444.125,7454.625,7444.125,525,525,1,0.140852,1,0,1,PASS,
