symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,3600000,2026-03-16 14:32:13.496000+00:00,2026-03-16 15:32:17.043000+00:00,BUY,1,50,0.0,6714.75,6717.25,6714.75,6717.25,125.0,125.0,1,0.03723146803678469,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,3600000,2026-03-16 14:42:17.385000+00:00,2026-03-16 15:42:21.022000+00:00,BUY,1,50,0.0,6698.5,6714.5,6698.5,6714.5,800.0,800.0,1,0.23885944614465926,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,3600000,2026-03-16 14:52:11.846000+00:00,2026-03-16 15:52:13.789000+00:00,BUY,1,50,0.0,6699.25,6707.5,6699.25,6707.5,412.5,412.5,1,0.12314811359480538,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,3600000,2026-03-16 15:04:26.306000+00:00,2026-03-16 16:02:18.166000+00:00,BUY,1,50,0.0,6703.5,6698.5,6703.5,6698.5,-250.0,-250.0,1,0.07458790184232117,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,3600000,2026-03-16 15:12:19.462000+00:00,2026-03-16 16:17:29.368000+00:00,BUY,1,50,0.0,6701.25,6701.5,6701.25,6701.5,12.5,12.5,1,0.0037306472673008764,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,3600000,2026-03-16 15:22:12.717000+00:00,2026-03-16 16:22:23.724000+00:00,BUY,1,50,0.0,6711.75,6692.0,6711.75,6692.0,-987.5,-987.5,1,0.2942600663016352,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,3600000,2026-03-16 15:32:17.899000+00:00,2026-03-16 16:32:29.241000+00:00,BUY,1,50,0.0,6717.5,6692.0,6717.5,6692.0,-1275.0,-1275.0,1,0.3796055080014887,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,3600000,2026-03-16 15:42:21.508000+00:00,2026-03-16 16:42:20.402000+00:00,BUY,1,50,0.0,6714.5,6697.25,6714.5,6697.25,-862.5,-862.5,1,0.2569066944671979,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,3600000,2026-03-16 15:52:14.693000+00:00,2026-03-16 16:52:23.954000+00:00,BUY,1,50,0.0,6707.25,6701.0,6707.25,6701.0,-312.5,-312.5,1,0.09318275000931828,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,3600000,2026-03-16 16:02:19.076000+00:00,2026-03-16 17:02:18.491000+00:00,BUY,1,50,0.0,6699.0,6703.0,6699.0,6703.0,200.0,200.0,1,0.05971040453799074,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,10,,3600000,2026-03-16 16:27:43.980000+00:00,2026-03-16 17:23:16.317000+00:00,BUY,1,50,0.0,6688.5,6708.5,6688.5,6708.5,1000.0,1000.0,1,0.2990207071839725,1,0.0,1,PASS,
