symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,3600000,2026-03-05 14:30:28.819000+00:00,2026-03-05 15:30:20.260000+00:00,SELL,1,50,0.0,6841.75,6823.0,6841.75,6823.0,937.5,937.5,1,0.2740526911974276,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,3600000,2026-03-05 14:40:36.542000+00:00,2026-03-05 15:40:35.736000+00:00,SELL,1,50,0.0,6853.75,6836.25,6853.75,6836.25,875.0,875.0,1,0.2553346708006566,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,3600000,2026-03-05 14:50:43.288000+00:00,2026-03-05 15:50:40.423000+00:00,SELL,1,50,0.0,6853.5,6841.75,6853.5,6841.75,587.5,587.5,1,0.17144524695411104,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,3600000,2026-03-05 15:00:41.900000+00:00,2026-03-05 16:00:43.661000+00:00,SELL,1,50,0.0,6876.25,6843.25,6876.25,6843.25,1650.0,1650.0,1,0.4799127431376113,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,3600000,2026-03-05 15:10:58.175000+00:00,2026-03-05 16:10:47.209000+00:00,SELL,1,50,0.0,6858.75,6819.75,6858.75,6819.75,1950.0,1950.0,1,0.5686167304537999,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,3600000,2026-03-05 15:20:52.387000+00:00,2026-03-05 16:13:09.831000+00:00,SELL,1,50,0.0,6849.0,6814.5,6849.0,6814.5,1725.0,1725.0,1,0.5037231712658783,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,3600000,2026-03-05 15:31:14.069000+00:00,2026-03-05 16:20:49.585000+00:00,SELL,1,50,0.0,6818.25,6814.5,6818.25,6814.5,187.5,187.5,1,0.05499945000549994,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,3600000,2026-03-05 15:41:20.996000+00:00,2026-03-05 16:23:31.255000+00:00,SELL,1,50,0.0,6835.0,6819.75,6835.0,6819.75,762.5,762.5,1,0.22311631309436722,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,3600000,2026-03-05 15:51:33.397000+00:00,2026-03-05 16:31:17.673000+00:00,SELL,1,50,0.0,6843.25,6821.25,6843.25,6821.25,1100.0,1100.0,1,0.32148467467942865,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,3600000,2026-03-05 16:02:46.446000+00:00,2026-03-05 16:41:17.744000+00:00,SELL,1,50,0.0,6836.0,6828.0,6836.0,6828.0,400.0,400.0,1,0.11702750146284377,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,10,,3600000,2026-03-05 16:33:32.751000+00:00,2026-03-05 16:51:23.745000+00:00,SELL,1,50,0.0,6827.25,6827.5,6827.25,6827.5,-12.5,-12.5,1,0.003661796477351789,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,11,,3600000,2026-03-05 16:43:47.588000+00:00,2026-03-05 17:02:46.571000+00:00,SELL,1,50,0.0,6822.5,6835.25,6822.5,6835.25,-637.5,-637.5,1,0.1868816416269696,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,12,,3600000,2026-03-05 16:53:57.234000+00:00,2026-03-05 17:13:05.596000+00:00,SELL,1,50,0.0,6826.25,6830.5,6826.25,6830.5,-212.5,-212.5,1,0.062259659403039735,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,13,,3600000,2026-03-05 17:04:25.378000+00:00,2026-03-05 17:14:13.917000+00:00,SELL,1,50,0.0,6842.5,6828.25,6842.5,6828.25,712.5,712.5,1,0.2082572159298502,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,14,,3600000,2026-03-05 17:24:42.016000+00:00,2026-03-05 17:24:43.326000+00:00,SELL,1,50,0.0,6816.75,6817.0,6816.75,6817.0,-12.5,-12.5,1,0.0036674368284006307,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,15,,3600000,2026-03-05 17:34:52.018000+00:00,2026-03-05 17:34:53.413000+00:00,SELL,1,50,0.0,6794.75,6794.75,6794.75,6794.75,-0.0,-0.0,1,0.0,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,16,,3600000,2026-03-05 17:45:15.134000+00:00,2026-03-05 17:45:16.502000+00:00,SELL,1,50,0.0,6792.75,6793.25,6792.75,6793.25,-25.0,-25.0,1,0.00736078907658901,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,17,,3600000,2026-03-05 17:55:09.153000+00:00,2026-03-05 17:55:10.889000+00:00,SELL,1,50,0.0,6783.75,6783.5,6783.75,6783.5,12.5,12.5,1,0.003685277317118113,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,18,,3600000,2026-03-05 18:05:17.008000+00:00,2026-03-05 18:05:19.058000+00:00,SELL,1,50,0.0,6791.75,6792.25,6791.75,6792.25,-25.0,-25.0,1,0.0073618728604557,1,0.0,1,PASS,
