symbol,root_symbol,margin_day,margin_initial,capital_1x,maint_1x,buffer_1x,initial_req,maint_req,buffer_req,trade_id,clOrdId,horizon_ms,open_ts_utc,close_ts_utc,open_side,qty,contract_multiplier,pred_value,open_exec_px,close_exec_px,open_mid_px,close_mid_px,pnl_db,pnl_calc,dd_dir_ok,dd_pct_move,dd_move_ok,dd_pnl_abs_diff,dd_pnl_ok,dd_status,dd_flags
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,0,,3600000,2026-03-27 13:32:00+00:00,2026-03-27 14:54:00+00:00,SELL,1,50,0.0,6477.125,6467.875,6477.125,6467.875,462.5,462.5,1,0.14281027462029836,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,1,,3600000,2026-03-27 13:45:00+00:00,2026-03-27 15:09:00+00:00,SELL,1,50,0.0,6486.375,6471.875,6486.375,6471.875,725.0,725.0,1,0.2235455088551001,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,2,,3600000,2026-03-27 13:59:00+00:00,2026-03-27 15:25:00+00:00,SELL,1,50,0.0,6457.625,6470.625,6457.625,6470.625,-650.0,-650.0,1,0.20131240200538122,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,3,,3600000,2026-03-27 14:10:00+00:00,2026-03-27 15:38:00+00:00,SELL,1,50,0.0,6462.5,6482.875,6462.5,6482.875,-1018.75,-1018.75,1,0.3152804642166344,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,4,,3600000,2026-03-27 14:20:00+00:00,2026-03-27 15:50:00+00:00,SELL,1,50,0.0,6475.125,6481.125,6475.125,6481.125,-300.0,-300.0,1,0.09266230381652864,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,5,,3600000,2026-03-27 14:39:00+00:00,2026-03-27 16:12:00+00:00,SELL,1,50,0.0,6457.375,6461.375,6457.375,6461.375,-200.0,-200.0,1,0.06194467566154978,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,6,,3600000,2026-03-27 14:49:00+00:00,2026-03-27 16:25:00+00:00,SELL,1,50,0.0,6464.375,6458.125,6464.375,6458.125,312.5,312.5,1,0.09668374746205163,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,7,,3600000,2026-03-27 15:00:00+00:00,2026-03-27 16:38:00+00:00,SELL,1,50,0.0,6470.875,6452.125,6470.875,6452.125,937.5,937.5,1,0.2897598856414318,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,8,,3600000,2026-03-27 15:10:00+00:00,2026-03-27 16:50:00+00:00,SELL,1,50,0.0,6468.625,6463.125,6468.625,6463.125,275.0,275.0,1,0.08502579759995361,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,9,,3600000,2026-03-27 15:20:00+00:00,2026-03-27 17:02:00+00:00,SELL,1,50,0.0,6459.375,6450.875,6459.375,6450.875,425.0,425.0,1,0.13159167876149008,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,10,,3600000,2026-03-27 15:32:00+00:00,2026-03-27 17:16:00+00:00,SELL,1,50,0.0,6483.375,6451.125,6483.375,6451.125,1612.5,1612.5,1,0.49742610908670254,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,11,,3600000,2026-03-27 15:46:00+00:00,2026-03-27 17:33:00+00:00,SELL,1,50,0.0,6474.625,6437.375,6474.625,6437.375,1862.5,1862.5,1,0.5753228951483677,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,12,,3600000,2026-03-27 15:56:00+00:00,2026-03-27 17:44:00+00:00,SELL,1,50,0.0,6475.125,6431.875,6475.125,6431.875,2162.5,2162.5,1,0.6679407733441439,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,13,,3600000,2026-03-27 16:07:00+00:00,2026-03-27 17:57:00+00:00,SELL,1,50,0.0,6465.125,6429.875,6465.125,6429.875,1762.5,1762.5,1,0.5452330774733667,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,14,,3600000,2026-03-27 16:20:00+00:00,2026-03-27 18:13:00+00:00,SELL,1,50,0.0,6462.875,6420.625,6462.875,6420.625,2112.5,2112.5,1,0.6537338258901805,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,15,,3600000,2026-03-27 16:33:00+00:00,2026-03-27 18:27:00+00:00,SELL,1,50,0.0,6456.875,6426.625,6456.875,6426.625,1512.5,1512.5,1,0.468492885490272,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,16,,3600000,2026-03-27 16:57:00+00:00,2026-03-27 18:55:00+00:00,SELL,1,50,0.0,6456.625,6421.125,6456.625,6421.125,1775.0,1775.0,1,0.5498228563684587,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,17,,3600000,2026-03-27 17:13:00+00:00,2026-03-27 19:14:00+00:00,SELL,1,50,0.0,6450.125,6417.875,6450.125,6417.875,1612.5,1612.5,1,0.49999031026530494,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,18,,3600000,2026-03-27 17:24:00+00:00,2026-03-27 19:27:00+00:00,SELL,1,50,0.0,6445.125,6416.125,6445.125,6416.125,1450.0,1450.0,1,0.44995248346618566,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,19,,3600000,2026-03-27 17:36:00+00:00,2026-03-27 19:41:00+00:00,SELL,1,50,0.0,6439.125,6408.875,6439.125,6408.875,1512.5,1512.5,1,0.4697843262865684,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,20,,3600000,2026-03-27 17:48:00+00:00,2026-03-27 19:55:00+00:00,SELL,1,50,0.0,6434.375,6414.375,6434.375,6414.375,1000.0,1000.0,1,0.3108305002428363,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,21,,3600000,2026-03-27 17:58:00+00:00,2026-03-27 20:07:00+00:00,SELL,1,50,0.0,6429.625,6404.375,6429.625,6404.375,1262.5,1262.5,1,0.39271341641231017,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,22,,3600000,2026-03-27 18:09:00+00:00,2026-03-27 20:23:00+00:00,SELL,1,50,0.0,6422.125,6393.75,6422.125,6393.75,1418.75,1418.75,1,0.4418319481480039,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,23,,3600000,2026-03-27 18:20:00+00:00,2026-03-27 20:33:00+00:00,SELL,1,50,0.0,6429.375,6394.375,6429.375,6394.375,1750.0,1750.0,1,0.5443763973947701,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,24,,3600000,2026-03-27 18:37:00+00:00,2026-03-27 20:35:00+00:00,SELL,1,50,0.0,6426.625,6394.875,6426.625,6394.875,1587.5,1587.5,1,0.49403847275980783,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,25,,3600000,2026-03-27 18:49:00+00:00,2026-03-27 20:37:00+00:00,SELL,1,50,0.0,6425.375,6396.625,6425.375,6396.625,1437.5,1437.5,1,0.44744470167110867,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,26,,3600000,2026-03-27 19:00:00+00:00,2026-03-27 20:38:00+00:00,SELL,1,50,0.0,6423.875,6397.625,6423.875,6397.625,1312.5,1312.5,1,0.4086318616100096,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,27,,3600000,2026-03-27 19:13:00+00:00,2026-03-27 20:40:00+00:00,SELL,1,50,0.0,6418.375,6396.875,6418.375,6396.875,1075.0,1075.0,1,0.3349757532085613,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,28,,3600000,2026-03-27 19:25:00+00:00,2026-03-27 20:42:00+00:00,SELL,1,50,0.0,6418.25,6397.875,6418.25,6397.875,1018.75,1018.75,1,0.31745413469403655,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,29,,3600000,2026-03-27 19:37:00+00:00,2026-03-27 20:43:00+00:00,SELL,1,50,0.0,6417.375,6400.375,6417.375,6400.375,850.0,850.0,1,0.2649058220845751,1,0.0,1,PASS,
ES,ES,500.0,26628.8,26628.8,24498.496,28173.270399999998,26628.8,24498.496,28173.270399999998,30,,3600000,2026-03-27 19:49:00+00:00,2026-03-27 20:45:00+00:00,SELL,1,50,0.0,6405.875,6396.625,6405.875,6396.625,462.5,462.5,1,0.14439869650906395,1,0.0,1,PASS,
